area,lat,lng,road_address,address
308,37.478882,127.062606,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
309,37.479531,127.060231,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
310,37.482663,127.061838,서울특별시 강남구 선릉로6길 10,서울 강남구 개포동 158-3
311,37.479332,127.058767,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
312,37.482494,127.058348,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
313,37.483065,127.061499,서울특별시 강남구 선릉로8길 9,서울 강남구 개포동 165-5
314,37.478524,127.059948,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
315,37.478524,127.059948,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
316,37.482494,127.058348,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
317,37.480146,127.064406,서울특별시 강남구 선릉로 8,서울 강남구 개포동 1280
318,37.483263,127.061751,서울특별시 강남구 선릉로8길 13,서울 강남구 개포동 164-5
319,37.483623,127.061803,서울특별시 강남구 선릉로10길 18-5,서울 강남구 개포동 163-7
320,37.482762,127.061977,서울특별시 강남구 선릉로6길 12,서울 강남구 개포동 158-4
