id,area,atclNo,atclNm,tradTpNm,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclFetrDesc,tagList,bildNm
606,20079,2423157452,현대리버스텔,월세,4/15,1000,45,"1,000",39,20.7,서향,주인의뢰 l 전용 6p 오피스텔 l 업무용 l 청담역 역세권,"['25년이상', '융자금없는', '역세권']",1동
607,20212,2422104344,현대리버스텔,매매,9/15,40000,0,4억,48,25.2,북동향,,"['25년이상', '역세권', '소형평수', '방한개']",1동
608,20221,2424389816,더리버스청담,전세,15/17,100000,0,10억,77,45.09,북동향,주인의뢰 l 초고층 파노라마한강뷰 l 복층형 l 고급인테리어,"['10년이내', '융자금없는', '역세권']",1동
609,20299,2423902516,더리버스청담,매매,7/17,140000,0,14억,77,45.09,남동향,영동대로변  하이엔드 오피스텔,"['10년이내', '역세권', '복층']",1동
610,20337,2423694815,현대리버스텔,전세,6/15,15000,0,"1억 5,000",48,25.2,북동향,시작V.전입신고불가.올리모델링. LG싱크대  청담동 오피스텔 귀한 전세,"['25년이상', '융자금없는', '역세권']",1동
611,20411,2423405265,현대리버스텔,매매,4/15,43000,0,"4억 3,000",48,25.2,남향,"즉시입주 가능 올수리, 주거용으로 굿","['25년이상', '올수리', '역세권']",1동
612,20524,2422905000,상지리츠빌카일룸3차,월세,4/20,10000,2200,1억,415,218.06,남향,보증금조절가능.주거명작.채광이우수한,"['15년이내', '융자금없는', '대형평수']",1동
613,20564,2422757644,현대리버스텔,월세,9/15,15000,100000,"1억 5,000",44,23.37,남동향,청담동 현대리버스텔 월세 위치좋고 저렴해 귀한매물입니다 ,"['25년이상', '융자금없는', '역세권', '소형평수']",1동
614,20573,2422508142,현대리버스텔,월세,8/15,500,50,500,39,20.7,남서향,"사무실로 사용중, 입주협의 후 입주가능, 임대료 저렴","['25년이상', '융자금없는', '역세권', '화장실한개']",1동
615,20575,2422586728,더리버스청담,매매,8/17,145000,0,"14억 5,000",77,45.09,남서향,"급매,한강뷰 나오는화이트톤 하이앤드","['10년이내', '역세권', '복층']",1동
616,20576,2422507016,현대리버스텔,월세,5/15,1000,50,"1,000",39,20.7,북동향,"즉시입주가능, 내부상태 양호, 사무실사용가능","['25년이상', '융자금없는', '역세권', '화장실한개']",1동
617,20583,2422507313,현대리버스텔,월세,3/15,500,50,500,48,25.2,남서향," 컨디션양호,  빠른입주가능, 임대료저렴","['25년이상', '융자금적은', '역세권', '화장실한개']",1동
618,20635,2422217295,현대리버스텔,매매,3/15,39000,0,"3억 9,000",48,25.2,남동향,업무용오피스텔로 최고  영동대로가 교통망우수로 접근성양호 수리잘되었음,"['25년이상', '역세권', '소형평수', '방한개']",1동
619,20751,2421474296,현대리버스텔,월세,13/15,1000,65,"1,000",39,20.7,동향,"로얄층, 한강조망, 빠른입주가능","['25년이상', '융자금적은', '역세권', '소형평수']",1동
620,20773,2421360454,더리버스청담,월세,15/17,4000,350,"4,000",77,45.09,남서향,하이엔드 로얄층 컨디션 최상,"['10년이내', '역세권', '복층', '화장실한개']",1동
621,20868,2424718310,더리버스청담,매매,9/17,150000,0,15억,77,45.09,북동향,청담동 한강뷰 신축급 하이엔드 오피스텔,"['10년이내', '역세권', '복층', '방두개']",1동
622,20889,2425555093,더오키드청담,월세,5/17,50000,400,5억,94,69.17,동향,영동대로 신축 투룸 하이엔드 오피스텔,"['2년이내', '역세권', '방두개']",1동
623,20914,2426143691,리버뷰,월세,14/15,1000,100,"1,000",68,39.16,서향,초역세권 청담공원전망 개별냉난방 업무시설,"['25년이상', '융자금없는', '역세권', '화장실한개']",1동
624,20919,2426173728,리버뷰,월세,13/15,1000,65,"1,000",52,30.36,동향,공원뷰나오는 깨끗한 오피스텔,"['25년이상', '융자금없는', '역세권', '소형평수']",1동
625,20944,2424993732,리버뷰,매매,9/15,49500,0,"4억 9,500",52,30.36,동향,역세권 업무용  ,"['25년이상', '역세권', '화장실한개', '소형평수']",1동
626,20967,2424996727,리버뷰,매매,13/15,48000,0,"4억 8,000",52,30.36,남서향,초역세권 청담공원전망 개별냉난방 업무시설,"['25년이상', '역세권', '화장실한개', '소형평수']",1동
627,20979,2425070829,더오키드청담,월세,7/17,10000,500,1억,76,56.05,동향,하이엔드 오피스텔 추천월세 영동대로입지 신축 첫입주,"['2년이내', '역세권', '방한개', '화장실한개']",1동
628,21033,2426181755,더오키드청담,월세,4/17,10000,600,1억,94,69.17,동향,영동대로 시티뷰 첫입주,"['2년이내', '융자금없는', '역세권']",1동
629,21035,2426186625,더오키드청담,매매,4/17,235000,0,"23억 5,000",94,69.17,동향,영동대로 시티뷰 첫입주,"['2년이내', '역세권', '방두개']",1동
630,21043,2426242619,더오키드청담,전세,5/17,150000,0,15억,94,69.17,동향,영동대로 신축 투룸 하이엔드 오피스텔,"['2년이내', '역세권', '방한개']",1동
631,21049,2426069302,리버뷰,월세,8/15,2000,170,"2,000",52,30.36,서향,,"['25년이상', '융자금없는', '역세권', '화장실한개']",1동
632,21050,2426118574,더오키드청담,월세,6/17,10000,600,1억,94,69.17,동향,소유주직접의뢰 영동대로변 신축 고급오피스텔 내부 최상,"['2년이내', '역세권', '방한개']",1동
633,21051,2426175039,더오키드청담,월세,13/17,20000,700,2억,94,69.17,동향,공원뷰 한강뷰 둘다나오는 집,"['2년이내', '융자금없는', '역세권']",1동
634,21080,2426019484,더오키드청담,월세,8/17,10000,550,1억,94,69.17,남동향,한강뷰 투룸 고급마감재 신축첫입주 영동대로 청담역 ,"['2년이내', '역세권', '화장실한개', '방두개']",1동
635,21137,2423673667,더오키드청담,매매,7/17,210000,0,21억,76,56.05,서향,시티뷰가 잘나오는 세대,"['2년이내', '역세권', '화장실한개', '방한개']",1동
636,21147,2425672545,더오키드청담,매매,5/17,230600,0,23억 600,94,69.17,동향,소유주분 직접의뢰. 영동대로변 하이엔드오피스텔 투룸,"['2년이내', '역세권', '방한개', '화장실한개']",1동
637,21166,2425363781,더오키드청담,매매,9/17,230000,0,23억,76,56.05,북동향,고급자재 마감 신축 하이엔드오피스텔 첫 입주,"['2년이내', '역세권', '방한개']",1동
638,21234,2424831567,더오키드청담,월세,10/17,10000,550,1억,76,56.05,북동향,"소유주직접의뢰 한강, 공원조망가능한 신축 오피스텔 내부 최상","['2년이내', '역세권', '방한개']",1동
639,21250,2424611957,더오키드청담,월세,11/17,20000,650,2억,94,69.17,동향,소유주직접의뢰 한강 및 공원조망 가능한 신축 오피스텔 내부최상 청담역인근,"['2년이내', '역세권', '방한개']",1동
640,21253,2424866933,더오키드청담,매매,10/17,235000,0,"23억 5,000",76,56.05,북동향,o 한강이 보이는 하이앤드 오피스텔 o,"['2년이내', '역세권', '방한개']",1동
641,21255,2424784892,더오키드청담,매매,10/17,280000,0,28억,94,69.17,북동향,o 하이앤드한강이 보이는 오피스텔 o,"['2년이내', '역세권', '방두개']",1동
642,21258,2424786539,더오키드청담,월세,10/17,20000,650,2억,94,69.17,동향,"o 청담역 도보5분거리 o 한강뷰 , 4계절 청담공원뷰. 첫입주","['2년이내', '역세권', '방두개']",1동
643,21259,2424863107,더오키드청담,매매,6/17,245000,0,"24억 5,000",94,69.17,북동향,o 하이앤드 오피스텔 o 영동대교 남단.,"['2년이내', '역세권', '방두개']",1동
644,21265,2422642872,리버뷰,월세,8/15,1000,80,"1,000",52,30.36,동향,"주인의뢰,시세보다 저렴,즉시입주, 역세권, 업무용,사업자가능 개별냉난방","['25년이상', '융자금없는', '역세권', '화장실한개']",1동
645,21277,2424500332,지앤씨,월세,2/6,1000,75,"1,000",27,17.68,동향,빠른입주가능 전입신고및확정일자가능 대출없음,"['25년이내', '역세권', '소형평수']",1동
646,21318,2420604692,더오키드청담,월세,5/17,10000,500,1억,76,56.05,북동향,현 실사진 1룸 1거실 한강뷰 청담공원뷰,"['2년이내', '융자금없는', '역세권']",1동
647,21328,2424227325,지앤씨,월세,4/6,1000,85,"1,000",27,17.73,동향,,"['25년이내', '역세권', '소형평수']",1동
648,21383,2421657262,리버뷰,월세,7/15,1000,80,"1,000",52,30.36,남서향,"인테리어공사화장실세면대포함 역세권 업무용 즉시입주 ,귀한매물","['25년이상', '융자금없는', '역세권', '화장실한개']",1동
649,21392,2426165024,도곡푸르지오2차,매매,7/14,148000,0,"14억 8,000",224,113.08,동향,양재역대로변 위치교통최상 수리되어 컨디션굿,"['25년이내', '역세권', '대형평수']",102동
650,21397,2426100326,도곡푸르지오2차,월세,14/14,10000,300,1억,154,77.81,서향,"양재역강남대로뷰,천정매립에어컨","['25년이내', '역세권', '대형평수', '탑층']",102동
651,21466,2426257000,도곡푸르지오2차,매매,12/14,125000,0,"12억 5,000",154,77.81,서향,"양재역 역세권,인기많은 주상복합 ,주차 교통편리 ,임대수요 많음","['25년이내', '역세권', '화장실한개']",102동
652,21512,2424470031,도곡푸르지오2차,매매,8/14,120000,0,12억,154,77.81,서향,"양재역 역세권,인기많은 주상복합 ,신혼부부 강추","['25년이내', '역세권', '화장실한개']",102동
653,21534,2424697331,도곡푸르지오2차,매매,6/14,170000,0,17억,224,113.08,남향,67 양재역 3번출구 도보5분 입지좋은 큰평수 주거용 세안고 매매,"['25년이내', '역세권', '화장실두개', '대형평수']",102동
654,21617,2426070721,도곡푸르지오2차,매매,5/14,105000,0,"10억 5,000",154,77.81,남서향,"귀한 매매, 현 월세 임차인거주중 , 실입주 협의가능","['25년이내', '역세권', '대형평수']",102동
655,22182,2421813406,도곡푸르지오2차,매매,9/14,170000,0,17억,224,113.08,남향,1 입주가능 2 고층 3 판상형 4  역세권 오피스텔,"['25년이내', '역세권', '화장실두개', '대형평수']",102동
656,22274,2421251903,도곡푸르지오2차,전세,9/14,100000,0,10억,224,113.08,동향,1 융자무 2 방3개 화장실2개  3 풀옵션 4 장기거주가능,"['25년이내', '융자금없는', '역세권', '대형평수']",102동
657,22629,2422674553,도곡푸르지오2차,매매,5/14,105000,0,"10억 5,000",154,77.81,서향,귀한 매매 물건입니다 ,"['25년이내', '역세권', '대형평수', '방두개']",102동
658,22632,2421729483,도곡푸르지오2차,전세,9/14,100000,0,10억,224,113.08,동향,초 역세권의 강남대로 변위치한 주상 복합입니다,"['25년이내', '융자금없는', '역세권', '대형평수']",102동
659,22644,2420877653,도곡푸르지오2차,매매,7/14,148000,0,"14억 8,000",224,113.08,동향,주거용 세안고 매입가능,"['25년이내', '역세권', '대형평수', '방세개']",102동
660,22648,2426332848,타워팰리스1차,월세,14/42,100000,280,10억,307,143.11,남향,51 반듯한 인기구조 내부상태 잘 관리되어 있습니다 ,"['25년이내', '융자금없는', '역세권', '대형평수']",D동
661,22650,2426305444,타워팰리스2차,매매,6/55,140000,0,14억,136,60.19,북동향,22  정원이보이는 곳 반듯한 구조 예쁜집  세안고 매매 가능함.갭투자.,"['25년이내', '마당', '역세권']",E동
662,22652,2426336982,타워팰리스2차,매매,9/55,190000,0,19억,179,79.04,남향,30급매 주인직접 입주가능 방2화2 도곡역 연결,"['25년이내', '역세권', '급매', '대형평수']",E동
663,22653,2426305419,타워팰리스2차,월세,5/55,10000,600,1억,224,98.99,남향,37 특 올수리함  사업자  즉시입주 가능함.,"['25년이내', '올수리', '역세권']",E동
664,22654,2426297422,타워팰리스3차,월세,11/69,50000,800,5억,372,187.14,남향,69 사업자  보증금 조정가능  양재천뷰  쾌적하고 깨끗한집,"['25년이내', '대형평수', '화장실두개', '방세개']",G동
665,22662,2426327378,타워팰리스1차,매매,18/42,270000,0,27억,236,110.01,동향,"39,  멋진정원 뷰와 편리한 생활동선,최상의 집상태","['25년이내', '역세권', '대형평수', '방세개']",D동
666,22663,2426294853,우성캐릭터199,매매,25/31,45000,0,"4억 5,000",92,45.93,남향,양재천조망 최고,"['25년이상', '방한개', '화장실한개']",1동
667,22666,2426308905,타워팰리스3차,매매,15/69,300000,0,30억,255,128.43,북향,47 수리 되어진 귀한 매물 넓은방과 넓은거실 편리한 생활인프라 ,"['25년이내', '대형평수', '방두개', '화장실두개']",G동
668,22667,2426310973,타워팰리스1차,월세,4/42,10000,650,1억,281,130.89,남향,44.주인직접.사업자 월세.입주협의 전체 올수리,"['25년이내', '융자금없는', '올수리', '역세권']",D동
669,22669,2426277661,타워팰리스1차,월세,12/42,59000,200,"5억 9,000",189,88.39,남서향,31 주인직접 방3욕2  컨디션 깔끔 입주협의가능합니다,"['25년이내', '융자금없는', '역세권', '대형평수']",D동
670,22670,2426294430,우성캐릭터199,매매,25/31,40000,0,4억,83,41.11,남서향,입주가능   주거로 사용중  양재천조망최고,"['25년이상', '화장실한개', '방한개', '고층']",1동
671,22672,2426231109,SK리더스뷰,월세,8/25,65000,300,"6억 5,000",245,139.63,북서향,54  올수리된집  매봉역역세권  7월중순부터 입주가능,"['25년이내', '융자금적은', '올수리', '역세권']",1동
672,22675,2426216180,SK리더스뷰,전세,17/25,145000,0,"14억 5,000",245,139.63,북향,54 매봉산조망 트인거실뷰  매봉역역세권 입주협의,"['25년이내', '융자금없는', '역세권', '화장실두개']",1동
673,22676,2426217394,우성리빙텔,월세,6/21,2000,140,"2,000",100,50.57,북향,30주인직접 사업자 하시입주 2차생활권좋은 업무용오피스텔,"['25년이상', '융자금없는', '역세권', '방한개']",1동
674,22679,2426259474,대림아크로텔,월세,21/32,1000,100,"1,000",63,27.93,남서향,추천 전망최고 업무 공간으로 적극 추천드림니다,"['25년이내', '융자금없는', '역세권', '화장실한개']",C동
675,22681,2426220298,타워팰리스1차,매매,15/42,300000,0,30억,261,121.5,남서향,방3개  화장실2개  구조반듯,"['25년이내', '역세권', '대형평수', '방세개']",D동
676,22682,2426128830,타워팰리스1차,매매,20/42,240000,0,24억,195,91.1,남향,32.집주인거주 남향 양재천 갭가능 전망과 집아주 예뻐요,"['25년이내', '역세권', '대형평수', '방세개']",D동
677,22684,2426194000,대림아크로텔,매매,22/32,82000,0,"8억 2,000",103,45.57,동향,31 주인직접 임대차 승계후 1년후 입주가능 조정가능합니다,"['25년이내', '역세권', '화장실한개', '방한개']",C동
678,22686,2426220190,타워팰리스1차,월세,9/42,30000,400,3억,161,75.29,북향,내부상태  깨긋합니다,"['25년이내', '역세권', '대형평수', '방두개']",D동
