atclNo,atclNm,rletTpNm,tradTpNm,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,lat,lng,atclFetrDesc,tagList,bildNm,town
2425939201,기타,빌라,월세,15/22,1000,99,"1,000",25,15.83,북향,37.506569,127.100388,석촌동 석촌호수 뷰 좋은 복층형 원룸,"['10년이내', '화장실한개', '소형평수']",,송파구 석촌동
2425928408,빌라,빌라,매매,3/5,53000,0,"5억 3,000",58,58.9,남동향,37.500664,127.101549,공원소나무숲 전망이 최고임. 거실과 안방에서뷰가 아름다움 아주깔끔함,"['15년이내', '소형평수', '방세개', '화장실한개']",,송파구 석촌동
2425964242,다가구,단독/다가구,매매,5/-,350000,0,35억,178,322.64,남향,37.502156,127.098506,석촌동 신축 다세대통매매 승강기 9호선초역세권 주인층 입주가능,"['4년이내', '역세권', '방세개']",,송파구 석촌동
2425963659,일반상가,상가,월세,1/3,3000,130,"3,000",31,27.39,북향,37.500565,127.10613,"무권리2차선대로변 1층 헬리오시티상권배달식당,일식,업종가능","['25년이상', '1층', '주차가능', '총3층']",,송파구 석촌동
2425900562,일반상가,상가,월세,B1/3,3000,130,"3,000",169,148,남동향,37.500076,127.106202,"헬리오시티 인근 석촌시장 공원앞 지층, 깨끗, 입주협의","['25년이상', '융자금없는', '지하층', '총3층']",,송파구 석촌동
2425964116,빌라,빌라,매매,B1/4,27000,0,"2억 7,000",59,53.79,북동향,37.505209,127.101923,석촌동 구빌라 3룸 거실 반지층 세1억6천끼고매매 호수인근 9호선역세권,"['25년이상', '소형평수', '방세개']",,송파구 석촌동
2425955333,단독,단독/다가구,전세,고/5,7500,0,"7,500",40,40,남향,37.500911,127.106272,방1화1 옥탑 단독사용 롯데타워뷰 전월세가능,"['25년이상', '소형평수', '방한개']",,송파구 석촌동
2425963490,빌라,빌라,매매,5/5,27000,0,"2억 7,000",33,27.56,남동향,37.500096,127.105759,석촌동 2012년산 투룸 거실 주방 세8천50 입주안됨 석촌역초역세권,"['15년이내', '소형평수', '탑층']",,송파구 석촌동
2425939852,일반상가,상가,월세,1/3,3000,160,"3,000",50,33,,37.504582,127.104927,무권리 석촌역 대로변 주차가능,"['25년이상', '역세권', '1층', '총3층']",,송파구 석촌동
2425940271,빌라,빌라,월세,5/5,3000,60,"3,000",16,13.16,남향,37.504137,127.100318,오픈형 풀옵션 l 즉시입주 가능 l,"['10년이내', '화장실한개', '소형평수']",,송파구 석촌동
2425849804,빌라,빌라,매매,4/7,99000,0,"9억 9,000",55,46.31,북향,37.500782,127.100442,시그니쳐 테라스 투룸 롯데타워뷰 풀옵션 방2 화2,"['2년이내', '테라스', '역세권']",,송파구 석촌동
2425890157,일반상가,상가,월세,1/3,3000,200,"3,000",39,39.6,북향,37.506062,127.100972,실매물O 석촌호수 바로 유입 가시성 최상 유동인구 최상,"['25년이상', '1층', '관리비10만원이하', '주차가능']",,송파구 석촌동
2425886422,빌라,빌라,매매,1/3,80000,0,8억,113,84.97,남향,37.506734,127.102558,석촌동 지분 많은 구빌라 매매 l 전용25.7 l,"['25년이상', '1층', '방세개', '화장실한개']",,송파구 석촌동
2425751764,중소형사무실,사무실,월세,3/4,1000,90,"1,000",133,49.5,북향,37.502626,127.100354,교통 편리 가성비 좋은 소형사무실 추천 매물 ,"['25년이상', '역세권', '고층', '관리비10만원이하']",,송파구 석촌동
2425754573,중소형사무실,사무실,월세,2/4,4000,257,"4,000",129,99.17,남향,37.504084,127.105772,석촌역세권 O 전용30 O 채광좋고구조좋은사무실,"['25년이상', '융자금없는', '역세권', '중층']",,송파구 석촌동
2425869101,다가구,단독/다가구,매매,5/-,370000,0,37억,245,485.33,남향,37.50391,127.099311,,"['25년이내', '역세권', '방네개이상', '화장실두개']",,송파구 석촌동
2425765549,중소형사무실,사무실,월세,4/6,5000,350,"5,000",177,164.99,남향,37.504193,127.103816,대로변 석촌동 사무실 임대,"['25년이상', '역세권', '중층', '주차가능']",,송파구 석촌동
2425830916,빌라,빌라,월세,3/4,2000,95,"2,000",52,46.28,동향,37.500142,127.101962,공원뷰.보증금조정O.애완O.주차O,"['25년이상', '소형평수', '방두개']",,송파구 석촌동
2425804173,대형사무실,사무실,월세,B2/6,5500,500,"5,500",1190,978.96,북향,37.505865,127.098929,석촌호수 인근 통임대 사옥 추천,"['2년이내', '역세권', '지하층', '주차가능']",,송파구 석촌동
2425755435,중소형사무실,사무실,월세,4/5,7000,580,"7,000",235,200.4,남동향,37.504338,127.09858,전용60 석촌동 석촌고분역세권 리모델링완료 룸O 냉난방기O,"['25년이상', '융자금없는', '역세권', '고층']",,송파구 석촌동
2425855765,일반상가,상가,월세,1/22,5000,290,"5,000",128,57.12,북서향,37.506569,127.100388,석촌호수 서호 테라스 사용 가능 프차 추천,"['10년이내', '테라스', '1층', '주차가능']",,송파구 석촌동
